2025-02-06 10:51:37,772 - ERROR - Ping error for 10.0.2.5: Command '['ping', '-c', '1', '10.0.2.5']' timed out after 2 seconds
2025-02-07 09:01:23,260 - ERROR - Ping error for 10.0.2.163: Command '['ping', '-c', '1', '10.0.2.163']' timed out after 2 seconds
2025-02-07 09:01:23,261 - ERROR - Ping error for 10.0.2.160: Command '['ping', '-c', '1', '10.0.2.160']' timed out after 2 seconds
2025-02-07 09:01:23,261 - ERROR - Ping error for 10.0.2.161: Command '['ping', '-c', '1', '10.0.2.161']' timed out after 2 seconds
2025-02-07 09:01:23,264 - ERROR - Ping error for 10.0.2.164: Command '['ping', '-c', '1', '10.0.2.164']' timed out after 2 seconds
2025-02-07 09:01:23,268 - ERROR - Ping error for 10.0.2.165: Command '['ping', '-c', '1', '10.0.2.165']' timed out after 2 seconds
2025-02-07 09:01:23,273 - ERROR - Ping error for 10.0.2.166: Command '['ping', '-c', '1', '10.0.2.166']' timed out after 2 seconds
2025-02-07 09:01:23,273 - ERROR - Ping error for 10.0.2.167: Command '['ping', '-c', '1', '10.0.2.167']' timed out after 2 seconds
2025-02-07 09:01:23,291 - ERROR - Ping error for 10.0.2.168: Command '['ping', '-c', '1', '10.0.2.168']' timed out after 2 seconds
2025-02-07 09:01:23,313 - ERROR - Ping error for 10.0.2.169: Command '['ping', '-c', '1', '10.0.2.169']' timed out after 2 seconds
2025-02-07 09:01:23,314 - ERROR - Ping error for 10.0.2.170: Command '['ping', '-c', '1', '10.0.2.170']' timed out after 2 seconds
2025-02-07 09:01:23,319 - ERROR - Ping error for 10.0.2.171: Command '['ping', '-c', '1', '10.0.2.171']' timed out after 2 seconds
2025-02-07 09:01:23,324 - ERROR - Ping error for 10.0.2.172: Command '['ping', '-c', '1', '10.0.2.172']' timed out after 2 seconds
2025-02-07 09:01:23,324 - ERROR - Ping error for 10.0.2.173: Command '['ping', '-c', '1', '10.0.2.173']' timed out after 2 seconds
2025-02-07 09:01:23,328 - ERROR - Ping error for 10.0.2.174: Command '['ping', '-c', '1', '10.0.2.174']' timed out after 2 seconds
2025-02-07 09:01:23,331 - ERROR - Ping error for 10.0.2.175: Command '['ping', '-c', '1', '10.0.2.175']' timed out after 2 seconds
2025-02-07 09:01:23,333 - ERROR - Ping error for 10.0.2.176: Command '['ping', '-c', '1', '10.0.2.176']' timed out after 2 seconds
2025-02-07 09:01:23,341 - ERROR - Ping error for 10.0.2.177: Command '['ping', '-c', '1', '10.0.2.177']' timed out after 2 seconds
2025-02-07 09:01:23,342 - ERROR - Ping error for 10.0.2.180: Command '['ping', '-c', '1', '10.0.2.180']' timed out after 2 seconds
2025-02-07 09:01:23,343 - ERROR - Ping error for 10.0.2.178: Command '['ping', '-c', '1', '10.0.2.178']' timed out after 2 seconds
2025-02-07 09:01:23,346 - ERROR - Ping error for 10.0.2.182: Command '['ping', '-c', '1', '10.0.2.182']' timed out after 2 seconds
2025-02-07 09:01:23,348 - ERROR - Ping error for 10.0.2.183: Command '['ping', '-c', '1', '10.0.2.183']' timed out after 2 seconds
2025-02-07 09:01:23,349 - ERROR - Ping error for 10.0.2.179: Command '['ping', '-c', '1', '10.0.2.179']' timed out after 2 seconds
2025-02-07 09:01:23,349 - ERROR - Ping error for 10.0.2.181: Command '['ping', '-c', '1', '10.0.2.181']' timed out after 2 seconds
2025-02-07 09:01:23,355 - ERROR - Ping error for 10.0.2.185: Command '['ping', '-c', '1', '10.0.2.185']' timed out after 2 seconds
2025-02-07 09:01:23,360 - ERROR - Ping error for 10.0.2.184: Command '['ping', '-c', '1', '10.0.2.184']' timed out after 2 seconds
2025-02-07 09:01:23,361 - ERROR - Ping error for 10.0.2.187: Command '['ping', '-c', '1', '10.0.2.187']' timed out after 2 seconds
2025-02-07 09:01:23,365 - ERROR - Ping error for 10.0.2.186: Command '['ping', '-c', '1', '10.0.2.186']' timed out after 2 seconds
2025-02-07 09:01:23,366 - ERROR - Ping error for 10.0.2.189: Command '['ping', '-c', '1', '10.0.2.189']' timed out after 2 seconds
2025-02-07 09:01:23,367 - ERROR - Ping error for 10.0.2.188: Command '['ping', '-c', '1', '10.0.2.188']' timed out after 2 seconds
2025-02-07 09:01:23,367 - ERROR - Ping error for 10.0.2.190: Command '['ping', '-c', '1', '10.0.2.190']' timed out after 2 seconds
2025-02-07 09:01:23,368 - ERROR - Ping error for 10.0.2.191: Command '['ping', '-c', '1', '10.0.2.191']' timed out after 2 seconds
2025-02-07 09:01:23,374 - ERROR - Ping error for 10.0.2.192: Command '['ping', '-c', '1', '10.0.2.192']' timed out after 2 seconds
2025-02-07 09:01:23,375 - ERROR - Ping error for 10.0.2.194: Command '['ping', '-c', '1', '10.0.2.194']' timed out after 2 seconds
2025-02-07 09:01:23,375 - ERROR - Ping error for 10.0.2.193: Command '['ping', '-c', '1', '10.0.2.193']' timed out after 2 seconds
2025-02-07 09:01:23,376 - ERROR - Ping error for 10.0.2.195: Command '['ping', '-c', '1', '10.0.2.195']' timed out after 2 seconds
2025-02-07 09:01:23,389 - ERROR - Ping error for 10.0.2.196: Command '['ping', '-c', '1', '10.0.2.196']' timed out after 2 seconds
2025-02-07 09:01:23,395 - ERROR - Ping error for 10.0.2.197: Command '['ping', '-c', '1', '10.0.2.197']' timed out after 2 seconds
2025-02-07 09:01:23,400 - ERROR - Ping error for 10.0.2.203: Command '['ping', '-c', '1', '10.0.2.203']' timed out after 2 seconds
2025-02-07 09:01:23,400 - ERROR - Ping error for 10.0.2.200: Command '['ping', '-c', '1', '10.0.2.200']' timed out after 2 seconds
2025-02-07 09:01:23,402 - ERROR - Ping error for 10.0.2.199: Command '['ping', '-c', '1', '10.0.2.199']' timed out after 2 seconds
2025-02-07 09:01:23,401 - ERROR - Ping error for 10.0.2.198: Command '['ping', '-c', '1', '10.0.2.198']' timed out after 2 seconds
2025-02-07 09:01:23,401 - ERROR - Ping error for 10.0.2.204: Command '['ping', '-c', '1', '10.0.2.204']' timed out after 2 seconds
2025-02-07 09:01:23,401 - ERROR - Ping error for 10.0.2.202: Command '['ping', '-c', '1', '10.0.2.202']' timed out after 2 seconds
2025-02-07 09:01:23,401 - ERROR - Ping error for 10.0.2.201: Command '['ping', '-c', '1', '10.0.2.201']' timed out after 2 seconds
2025-02-07 09:01:25,189 - ERROR - Ping error for 10.0.2.205: Command '['ping', '-c', '1', '10.0.2.205']' timed out after 2 seconds
2025-02-07 09:01:25,204 - ERROR - Ping error for 10.0.2.206: Command '['ping', '-c', '1', '10.0.2.206']' timed out after 2 seconds
2025-02-07 09:01:25,218 - ERROR - Ping error for 10.0.2.207: Command '['ping', '-c', '1', '10.0.2.207']' timed out after 2 seconds
2025-02-07 09:01:25,232 - ERROR - Ping error for 10.0.2.208: Command '['ping', '-c', '1', '10.0.2.208']' timed out after 2 seconds
2025-02-07 09:01:25,233 - ERROR - Ping error for 10.0.2.209: Command '['ping', '-c', '1', '10.0.2.209']' timed out after 2 seconds
2025-02-07 09:01:25,272 - ERROR - Ping error for 10.0.2.210: Command '['ping', '-c', '1', '10.0.2.210']' timed out after 2 seconds
2025-02-07 09:01:25,275 - ERROR - Ping error for 10.0.2.215: Command '['ping', '-c', '1', '10.0.2.215']' timed out after 2 seconds
2025-02-07 09:01:25,275 - ERROR - Ping error for 10.0.2.214: Command '['ping', '-c', '1', '10.0.2.214']' timed out after 2 seconds
2025-02-07 09:01:25,277 - ERROR - Ping error for 10.0.2.216: Command '['ping', '-c', '1', '10.0.2.216']' timed out after 2 seconds
2025-02-07 09:01:25,277 - ERROR - Ping error for 10.0.2.212: Command '['ping', '-c', '1', '10.0.2.212']' timed out after 2 seconds
2025-02-07 09:01:25,278 - ERROR - Ping error for 10.0.2.213: Command '['ping', '-c', '1', '10.0.2.213']' timed out after 2 seconds
2025-02-07 09:01:25,278 - ERROR - Ping error for 10.0.2.211: Command '['ping', '-c', '1', '10.0.2.211']' timed out after 2 seconds
2025-02-07 09:01:25,286 - ERROR - Ping error for 10.0.2.217: Command '['ping', '-c', '1', '10.0.2.217']' timed out after 2 seconds
2025-02-07 09:01:25,296 - ERROR - Ping error for 10.0.2.218: Command '['ping', '-c', '1', '10.0.2.218']' timed out after 2 seconds
2025-02-07 09:01:25,318 - ERROR - Ping error for 10.0.2.220: Command '['ping', '-c', '1', '10.0.2.220']' timed out after 2 seconds
2025-02-07 09:01:25,318 - ERROR - Ping error for 10.0.2.219: Command '['ping', '-c', '1', '10.0.2.219']' timed out after 2 seconds
2025-02-07 09:01:25,323 - ERROR - Ping error for 10.0.2.221: Command '['ping', '-c', '1', '10.0.2.221']' timed out after 2 seconds
2025-02-07 09:01:25,329 - ERROR - Ping error for 10.0.2.222: Command '['ping', '-c', '1', '10.0.2.222']' timed out after 2 seconds
2025-02-07 09:01:25,330 - ERROR - Ping error for 10.0.2.223: Command '['ping', '-c', '1', '10.0.2.223']' timed out after 2 seconds
2025-02-07 09:01:25,332 - ERROR - Ping error for 10.0.2.224: Command '['ping', '-c', '1', '10.0.2.224']' timed out after 2 seconds
2025-02-07 09:01:25,334 - ERROR - Ping error for 10.0.2.225: Command '['ping', '-c', '1', '10.0.2.225']' timed out after 2 seconds
2025-02-07 09:01:25,336 - ERROR - Ping error for 10.0.2.226: Command '['ping', '-c', '1', '10.0.2.226']' timed out after 2 seconds
2025-02-07 09:01:25,345 - ERROR - Ping error for 10.0.2.227: Command '['ping', '-c', '1', '10.0.2.227']' timed out after 2 seconds
2025-02-07 09:01:25,346 - ERROR - Ping error for 10.0.2.229: Command '['ping', '-c', '1', '10.0.2.229']' timed out after 2 seconds
2025-02-07 09:01:25,347 - ERROR - Ping error for 10.0.2.228: Command '['ping', '-c', '1', '10.0.2.228']' timed out after 2 seconds
2025-02-07 09:01:25,351 - ERROR - Ping error for 10.0.2.230: Command '['ping', '-c', '1', '10.0.2.230']' timed out after 2 seconds
2025-02-07 09:01:25,352 - ERROR - Ping error for 10.0.2.232: Command '['ping', '-c', '1', '10.0.2.232']' timed out after 2 seconds
2025-02-07 09:01:25,352 - ERROR - Ping error for 10.0.2.231: Command '['ping', '-c', '1', '10.0.2.231']' timed out after 2 seconds
2025-02-07 09:01:25,354 - ERROR - Ping error for 10.0.2.233: Command '['ping', '-c', '1', '10.0.2.233']' timed out after 2 seconds
2025-02-07 09:01:25,365 - ERROR - Ping error for 10.0.2.234: Command '['ping', '-c', '1', '10.0.2.234']' timed out after 2 seconds
2025-02-07 09:01:25,369 - ERROR - Ping error for 10.0.2.235: Command '['ping', '-c', '1', '10.0.2.235']' timed out after 2 seconds
2025-02-07 09:01:25,369 - ERROR - Ping error for 10.0.2.237: Command '['ping', '-c', '1', '10.0.2.237']' timed out after 2 seconds
2025-02-07 09:01:25,371 - ERROR - Ping error for 10.0.2.236: Command '['ping', '-c', '1', '10.0.2.236']' timed out after 2 seconds
2025-02-07 09:01:25,371 - ERROR - Ping error for 10.0.2.238: Command '['ping', '-c', '1', '10.0.2.238']' timed out after 2 seconds
2025-02-07 09:01:25,375 - ERROR - Ping error for 10.0.2.239: Command '['ping', '-c', '1', '10.0.2.239']' timed out after 2 seconds
2025-02-07 09:01:25,376 - ERROR - Ping error for 10.0.2.240: Command '['ping', '-c', '1', '10.0.2.240']' timed out after 2 seconds
2025-02-07 09:01:25,376 - ERROR - Ping error for 10.0.2.241: Command '['ping', '-c', '1', '10.0.2.241']' timed out after 2 seconds
2025-02-07 09:01:25,379 - ERROR - Ping error for 10.0.2.242: Command '['ping', '-c', '1', '10.0.2.242']' timed out after 2 seconds
2025-02-07 09:01:25,382 - ERROR - Ping error for 10.0.2.244: Command '['ping', '-c', '1', '10.0.2.244']' timed out after 2 seconds
2025-02-07 09:01:25,383 - ERROR - Ping error for 10.0.2.243: Command '['ping', '-c', '1', '10.0.2.243']' timed out after 2 seconds
2025-02-07 09:01:25,384 - ERROR - Ping error for 10.0.2.245: Command '['ping', '-c', '1', '10.0.2.245']' timed out after 2 seconds
2025-02-07 09:01:25,394 - ERROR - Ping error for 10.0.2.246: Command '['ping', '-c', '1', '10.0.2.246']' timed out after 2 seconds
2025-02-07 09:01:25,400 - ERROR - Ping error for 10.0.2.247: Command '['ping', '-c', '1', '10.0.2.247']' timed out after 2 seconds
2025-02-07 09:01:25,403 - ERROR - Ping error for 10.0.2.248: Command '['ping', '-c', '1', '10.0.2.248']' timed out after 2 seconds
2025-02-07 09:01:25,410 - ERROR - Ping error for 10.0.2.251: Command '['ping', '-c', '1', '10.0.2.251']' timed out after 2 seconds
2025-02-07 09:01:25,411 - ERROR - Ping error for 10.0.2.254: Command '['ping', '-c', '1', '10.0.2.254']' timed out after 2 seconds
2025-02-07 09:01:25,412 - ERROR - Ping error for 10.0.2.250: Command '['ping', '-c', '1', '10.0.2.250']' timed out after 2 seconds
2025-02-07 09:01:25,412 - ERROR - Ping error for 10.0.2.252: Command '['ping', '-c', '1', '10.0.2.252']' timed out after 2 seconds
2025-02-07 09:01:25,412 - ERROR - Ping error for 10.0.2.249: Command '['ping', '-c', '1', '10.0.2.249']' timed out after 2 seconds
2025-02-07 09:01:25,412 - ERROR - Ping error for 10.0.2.253: Command '['ping', '-c', '1', '10.0.2.253']' timed out after 2 seconds
2025-02-07 09:03:43,162 - ERROR - Ping error for 10.0.2.5: Command '['ping', '-c', '1', '10.0.2.5']' timed out after 2 seconds
2025-02-07 09:03:43,170 - ERROR - Ping error for 10.0.2.7: Command '['ping', '-c', '1', '10.0.2.7']' timed out after 2 seconds
2025-02-07 09:03:43,180 - ERROR - Ping error for 10.0.2.12: Command '['ping', '-c', '1', '10.0.2.12']' timed out after 2 seconds
2025-02-07 09:03:43,180 - ERROR - Ping error for 10.0.2.9: Command '['ping', '-c', '1', '10.0.2.9']' timed out after 2 seconds
2025-02-07 09:03:43,188 - ERROR - Ping error for 10.0.2.13: Command '['ping', '-c', '1', '10.0.2.13']' timed out after 2 seconds
2025-02-07 09:03:43,188 - ERROR - Ping error for 10.0.2.14: Command '['ping', '-c', '1', '10.0.2.14']' timed out after 2 seconds
2025-02-07 09:03:43,189 - ERROR - Ping error for 10.0.2.15: Command '['ping', '-c', '1', '10.0.2.15']' timed out after 2 seconds
2025-02-07 09:03:43,197 - ERROR - Ping error for 10.0.2.1: Command '['ping', '-c', '1', '10.0.2.1']' timed out after 2 seconds
2025-02-07 09:03:43,197 - ERROR - Ping error for 10.0.2.6: Command '['ping', '-c', '1', '10.0.2.6']' timed out after 2 seconds
2025-02-07 09:03:43,200 - ERROR - Ping error for 10.0.2.18: Command '['ping', '-c', '1', '10.0.2.18']' timed out after 2 seconds
2025-02-07 09:03:43,201 - ERROR - Ping error for 10.0.2.19: Command '['ping', '-c', '1', '10.0.2.19']' timed out after 2 seconds
2025-02-07 09:03:43,205 - ERROR - Ping error for 10.0.2.20: Command '['ping', '-c', '1', '10.0.2.20']' timed out after 2 seconds
2025-02-07 09:03:43,213 - ERROR - Ping error for 10.0.2.23: Command '['ping', '-c', '1', '10.0.2.23']' timed out after 2 seconds
2025-02-07 09:03:43,215 - ERROR - Ping error for 10.0.2.22: Command '['ping', '-c', '1', '10.0.2.22']' timed out after 2 seconds
2025-02-07 09:03:43,217 - ERROR - Ping error for 10.0.2.26: Command '['ping', '-c', '1', '10.0.2.26']' timed out after 2 seconds
2025-02-07 09:03:43,220 - ERROR - Ping error for 10.0.2.28: Command '['ping', '-c', '1', '10.0.2.28']' timed out after 2 seconds
2025-02-07 09:03:43,224 - ERROR - Ping error for 10.0.2.11: Command '['ping', '-c', '1', '10.0.2.11']' timed out after 2 seconds
2025-02-07 09:03:43,225 - ERROR - Ping error for 10.0.2.25: Command '['ping', '-c', '1', '10.0.2.25']' timed out after 2 seconds
2025-02-07 09:03:43,225 - ERROR - Ping error for 10.0.2.24: Command '['ping', '-c', '1', '10.0.2.24']' timed out after 2 seconds
2025-02-07 09:03:43,226 - ERROR - Ping error for 10.0.2.16: Command '['ping', '-c', '1', '10.0.2.16']' timed out after 2 seconds
2025-02-07 09:03:43,226 - ERROR - Ping error for 10.0.2.27: Command '['ping', '-c', '1', '10.0.2.27']' timed out after 2 seconds
2025-02-07 09:03:43,231 - ERROR - Ping error for 10.0.2.31: Command '['ping', '-c', '1', '10.0.2.31']' timed out after 2 seconds
2025-02-07 09:03:43,232 - ERROR - Ping error for 10.0.2.29: Command '['ping', '-c', '1', '10.0.2.29']' timed out after 2 seconds
2025-02-07 09:03:43,227 - ERROR - Ping error for 10.0.2.10: Command '['ping', '-c', '1', '10.0.2.10']' timed out after 2 seconds
2025-02-07 09:03:43,226 - ERROR - Ping error for 10.0.2.21: Command '['ping', '-c', '1', '10.0.2.21']' timed out after 2 seconds
2025-02-07 09:03:43,227 - ERROR - Ping error for 10.0.2.8: Command '['ping', '-c', '1', '10.0.2.8']' timed out after 2 seconds
2025-02-07 09:03:43,239 - ERROR - Ping error for 10.0.2.30: Command '['ping', '-c', '1', '10.0.2.30']' timed out after 2 seconds
2025-02-07 09:03:43,244 - ERROR - Ping error for 10.0.2.33: Command '['ping', '-c', '1', '10.0.2.33']' timed out after 2 seconds
2025-02-07 09:03:43,248 - ERROR - Ping error for 10.0.2.37: Command '['ping', '-c', '1', '10.0.2.37']' timed out after 2 seconds
2025-02-07 09:03:43,248 - ERROR - Ping error for 10.0.2.32: Command '['ping', '-c', '1', '10.0.2.32']' timed out after 2 seconds
2025-02-07 09:03:43,248 - ERROR - Ping error for 10.0.2.36: Command '['ping', '-c', '1', '10.0.2.36']' timed out after 2 seconds
2025-02-07 09:03:43,260 - ERROR - Ping error for 10.0.2.46: Command '['ping', '-c', '1', '10.0.2.46']' timed out after 2 seconds
2025-02-07 09:03:43,261 - ERROR - Ping error for 10.0.2.47: Command '['ping', '-c', '1', '10.0.2.47']' timed out after 2 seconds
2025-02-07 09:03:43,258 - ERROR - Ping error for 10.0.2.35: Command '['ping', '-c', '1', '10.0.2.35']' timed out after 2 seconds
2025-02-07 09:03:43,258 - ERROR - Ping error for 10.0.2.43: Command '['ping', '-c', '1', '10.0.2.43']' timed out after 2 seconds
2025-02-07 09:03:43,259 - ERROR - Ping error for 10.0.2.39: Command '['ping', '-c', '1', '10.0.2.39']' timed out after 2 seconds
2025-02-07 09:03:43,253 - ERROR - Ping error for 10.0.2.34: Command '['ping', '-c', '1', '10.0.2.34']' timed out after 2 seconds
2025-02-07 09:03:43,264 - ERROR - Ping error for 10.0.2.50: Command '['ping', '-c', '1', '10.0.2.50']' timed out after 2 seconds
2025-02-07 09:03:43,259 - ERROR - Ping error for 10.0.2.48: Command '['ping', '-c', '1', '10.0.2.48']' timed out after 2 seconds
2025-02-07 09:03:43,259 - ERROR - Ping error for 10.0.2.42: Command '['ping', '-c', '1', '10.0.2.42']' timed out after 2 seconds
2025-02-07 09:03:43,260 - ERROR - Ping error for 10.0.2.45: Command '['ping', '-c', '1', '10.0.2.45']' timed out after 2 seconds
2025-02-07 09:03:43,259 - ERROR - Ping error for 10.0.2.44: Command '['ping', '-c', '1', '10.0.2.44']' timed out after 2 seconds
2025-02-07 09:03:43,249 - ERROR - Ping error for 10.0.2.38: Command '['ping', '-c', '1', '10.0.2.38']' timed out after 2 seconds
2025-02-07 09:03:43,259 - ERROR - Ping error for 10.0.2.40: Command '['ping', '-c', '1', '10.0.2.40']' timed out after 2 seconds
2025-02-07 09:03:43,264 - ERROR - Ping error for 10.0.2.41: Command '['ping', '-c', '1', '10.0.2.41']' timed out after 2 seconds
2025-02-07 09:03:43,271 - ERROR - Ping error for 10.0.2.51: Command '['ping', '-c', '1', '10.0.2.51']' timed out after 2 seconds
2025-02-07 09:03:43,271 - ERROR - Ping error for 10.0.2.49: Command '['ping', '-c', '1', '10.0.2.49']' timed out after 2 seconds
2025-02-07 09:03:43,272 - ERROR - Ping error for 10.0.2.54: Command '['ping', '-c', '1', '10.0.2.54']' timed out after 2 seconds
2025-02-07 09:03:43,274 - ERROR - Ping error for 10.0.2.53: Command '['ping', '-c', '1', '10.0.2.53']' timed out after 2 seconds
2025-02-07 09:03:43,279 - ERROR - Ping error for 10.0.2.52: Command '['ping', '-c', '1', '10.0.2.52']' timed out after 2 seconds
2025-02-07 09:03:45,167 - ERROR - Ping error for 10.0.2.55: Command '['ping', '-c', '1', '10.0.2.55']' timed out after 2 seconds
2025-02-07 09:03:45,177 - ERROR - Ping error for 10.0.2.56: Command '['ping', '-c', '1', '10.0.2.56']' timed out after 2 seconds
2025-02-07 09:03:45,183 - ERROR - Ping error for 10.0.2.57: Command '['ping', '-c', '1', '10.0.2.57']' timed out after 2 seconds
2025-02-07 09:03:45,184 - ERROR - Ping error for 10.0.2.58: Command '['ping', '-c', '1', '10.0.2.58']' timed out after 2 seconds
2025-02-07 09:03:45,192 - ERROR - Ping error for 10.0.2.59: Command '['ping', '-c', '1', '10.0.2.59']' timed out after 2 seconds
2025-02-07 09:03:45,193 - ERROR - Ping error for 10.0.2.60: Command '['ping', '-c', '1', '10.0.2.60']' timed out after 2 seconds
2025-02-07 09:03:45,194 - ERROR - Ping error for 10.0.2.61: Command '['ping', '-c', '1', '10.0.2.61']' timed out after 2 seconds
2025-02-07 09:03:45,201 - ERROR - Ping error for 10.0.2.62: Command '['ping', '-c', '1', '10.0.2.62']' timed out after 2 seconds
2025-02-07 09:03:45,203 - ERROR - Ping error for 10.0.2.63: Command '['ping', '-c', '1', '10.0.2.63']' timed out after 2 seconds
2025-02-07 09:03:45,204 - ERROR - Ping error for 10.0.2.65: Command '['ping', '-c', '1', '10.0.2.65']' timed out after 2 seconds
2025-02-07 09:03:45,213 - ERROR - Ping error for 10.0.2.64: Command '['ping', '-c', '1', '10.0.2.64']' timed out after 2 seconds
2025-02-07 09:03:45,214 - ERROR - Ping error for 10.0.2.66: Command '['ping', '-c', '1', '10.0.2.66']' timed out after 2 seconds
2025-02-07 09:03:45,215 - ERROR - Ping error for 10.0.2.67: Command '['ping', '-c', '1', '10.0.2.67']' timed out after 2 seconds
2025-02-07 09:03:45,220 - ERROR - Ping error for 10.0.2.68: Command '['ping', '-c', '1', '10.0.2.68']' timed out after 2 seconds
2025-02-07 09:03:45,220 - ERROR - Ping error for 10.0.2.69: Command '['ping', '-c', '1', '10.0.2.69']' timed out after 2 seconds
2025-02-07 09:03:45,223 - ERROR - Ping error for 10.0.2.70: Command '['ping', '-c', '1', '10.0.2.70']' timed out after 2 seconds
2025-02-07 09:03:45,231 - ERROR - Ping error for 10.0.2.73: Command '['ping', '-c', '1', '10.0.2.73']' timed out after 2 seconds
2025-02-07 09:03:45,232 - ERROR - Ping error for 10.0.2.72: Command '['ping', '-c', '1', '10.0.2.72']' timed out after 2 seconds
2025-02-07 09:03:45,233 - ERROR - Ping error for 10.0.2.71: Command '['ping', '-c', '1', '10.0.2.71']' timed out after 2 seconds
2025-02-07 09:03:45,234 - ERROR - Ping error for 10.0.2.74: Command '['ping', '-c', '1', '10.0.2.74']' timed out after 2 seconds
2025-02-07 09:03:45,238 - ERROR - Ping error for 10.0.2.77: Command '['ping', '-c', '1', '10.0.2.77']' timed out after 2 seconds
2025-02-07 09:03:45,239 - ERROR - Ping error for 10.0.2.76: Command '['ping', '-c', '1', '10.0.2.76']' timed out after 2 seconds
2025-02-07 09:03:45,241 - ERROR - Ping error for 10.0.2.79: Command '['ping', '-c', '1', '10.0.2.79']' timed out after 2 seconds
2025-02-07 09:03:45,242 - ERROR - Ping error for 10.0.2.75: Command '['ping', '-c', '1', '10.0.2.75']' timed out after 2 seconds
2025-02-07 09:03:45,252 - ERROR - Ping error for 10.0.2.78: Command '['ping', '-c', '1', '10.0.2.78']' timed out after 2 seconds
2025-02-07 09:03:45,253 - ERROR - Ping error for 10.0.2.81: Command '['ping', '-c', '1', '10.0.2.81']' timed out after 2 seconds
2025-02-07 09:03:45,253 - ERROR - Ping error for 10.0.2.80: Command '['ping', '-c', '1', '10.0.2.80']' timed out after 2 seconds
2025-02-07 09:03:45,260 - ERROR - Ping error for 10.0.2.82: Command '['ping', '-c', '1', '10.0.2.82']' timed out after 2 seconds
2025-02-07 09:03:45,264 - ERROR - Ping error for 10.0.2.83: Command '['ping', '-c', '1', '10.0.2.83']' timed out after 2 seconds
2025-02-07 09:03:45,268 - ERROR - Ping error for 10.0.2.88: Command '['ping', '-c', '1', '10.0.2.88']' timed out after 2 seconds
2025-02-07 09:03:45,269 - ERROR - Ping error for 10.0.2.90: Command '['ping', '-c', '1', '10.0.2.90']' timed out after 2 seconds
2025-02-07 09:03:45,269 - ERROR - Ping error for 10.0.2.86: Command '['ping', '-c', '1', '10.0.2.86']' timed out after 2 seconds
2025-02-07 09:03:45,270 - ERROR - Ping error for 10.0.2.87: Command '['ping', '-c', '1', '10.0.2.87']' timed out after 2 seconds
2025-02-07 09:03:45,277 - ERROR - Ping error for 10.0.2.84: Command '['ping', '-c', '1', '10.0.2.84']' timed out after 2 seconds
2025-02-07 09:03:45,277 - ERROR - Ping error for 10.0.2.89: Command '['ping', '-c', '1', '10.0.2.89']' timed out after 2 seconds
2025-02-07 09:03:45,278 - ERROR - Ping error for 10.0.2.91: Command '['ping', '-c', '1', '10.0.2.91']' timed out after 2 seconds
2025-02-07 09:03:45,284 - ERROR - Ping error for 10.0.2.85: Command '['ping', '-c', '1', '10.0.2.85']' timed out after 2 seconds
2025-02-07 09:03:45,291 - ERROR - Ping error for 10.0.2.95: Command '['ping', '-c', '1', '10.0.2.95']' timed out after 2 seconds
2025-02-07 09:03:45,292 - ERROR - Ping error for 10.0.2.97: Command '['ping', '-c', '1', '10.0.2.97']' timed out after 2 seconds
2025-02-07 09:03:45,292 - ERROR - Ping error for 10.0.2.92: Command '['ping', '-c', '1', '10.0.2.92']' timed out after 2 seconds
2025-02-07 09:03:45,292 - ERROR - Ping error for 10.0.2.93: Command '['ping', '-c', '1', '10.0.2.93']' timed out after 2 seconds
2025-02-07 09:03:45,293 - ERROR - Ping error for 10.0.2.94: Command '['ping', '-c', '1', '10.0.2.94']' timed out after 2 seconds
2025-02-07 09:03:45,294 - ERROR - Ping error for 10.0.2.103: Command '['ping', '-c', '1', '10.0.2.103']' timed out after 2 seconds
2025-02-07 09:03:45,294 - ERROR - Ping error for 10.0.2.98: Command '['ping', '-c', '1', '10.0.2.98']' timed out after 2 seconds
2025-02-07 09:03:45,294 - ERROR - Ping error for 10.0.2.96: Command '['ping', '-c', '1', '10.0.2.96']' timed out after 2 seconds
2025-02-07 09:03:45,300 - ERROR - Ping error for 10.0.2.101: Command '['ping', '-c', '1', '10.0.2.101']' timed out after 2 seconds
2025-02-07 09:03:45,294 - ERROR - Ping error for 10.0.2.99: Command '['ping', '-c', '1', '10.0.2.99']' timed out after 2 seconds
2025-02-07 09:03:45,300 - ERROR - Ping error for 10.0.2.100: Command '['ping', '-c', '1', '10.0.2.100']' timed out after 2 seconds
2025-02-07 09:03:45,301 - ERROR - Ping error for 10.0.2.102: Command '['ping', '-c', '1', '10.0.2.102']' timed out after 2 seconds
2025-02-07 09:03:45,301 - ERROR - Ping error for 10.0.2.104: Command '['ping', '-c', '1', '10.0.2.104']' timed out after 2 seconds
2025-02-07 09:03:47,179 - ERROR - Ping error for 10.0.2.105: Command '['ping', '-c', '1', '10.0.2.105']' timed out after 2 seconds
2025-02-07 09:03:47,198 - ERROR - Ping error for 10.0.2.110: Command '['ping', '-c', '1', '10.0.2.110']' timed out after 2 seconds
2025-02-07 09:03:47,199 - ERROR - Ping error for 10.0.2.111: Command '['ping', '-c', '1', '10.0.2.111']' timed out after 2 seconds
2025-02-07 09:03:47,213 - ERROR - Ping error for 10.0.2.113: Command '['ping', '-c', '1', '10.0.2.113']' timed out after 2 seconds
2025-02-07 09:03:47,217 - ERROR - Ping error for 10.0.2.115: Command '['ping', '-c', '1', '10.0.2.115']' timed out after 2 seconds
